Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,0.027,0.0159265264136033,-0.0121054745241551,0,0,0,0.0461924870615736,6.70628445308697E-06,1.26245184529807E-21,-7.7949350325389E-22,1.42241178598109E-05,-7.10017186254831E-08,1.40770919658079E-05,0,0,0,0,0,0,package://simulation_urdf/meshes/base_link.STL,0.298039215686275,0.298039215686275,0.298039215686275,1,0,0,0,0,0,0,package://simulation_urdf/meshes/base_link.STL,,simulation_body-1,Origin_global,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
right_arm,-0.0324088671779775,0.0187915778765065,6.93889390390723E-18,0,0,0,0.00328492067362327,3.71433880005911E-07,6.21965185477677E-09,-5.44300541042791E-22,3.82355127750986E-07,-2.39946519733661E-22,7.48915568874076E-07,0,0,0,0,0,0,package://simulation_urdf/meshes/right_arm.STL,0.298039215686275,0.298039215686275,0.298039215686275,1,0,0,0,0,0,0,package://simulation_urdf/meshes/right_arm.STL,,simulation_arm-2,Origin_right_joint,Axis_right_joint,right_joint,continuous,0.0058,0.0135,0,1.5708,0,0,base_link,0,1,0,0.04,6.28,-3.15,3.15,,,,,,,,
left_arm,-0.0324088671779775,0.0187915778765065,6.93889390390723E-18,0,0,0,0.00328492067362327,3.71433880005911E-07,6.21965185477668E-09,-5.52556649185422E-22,3.82355127750985E-07,-2.93149386758955E-22,7.48915568874075E-07,0,0,0,0,0,0,package://simulation_urdf/meshes/left_arm.STL,0.298039215686275,0.298039215686275,0.298039215686275,1,0,0,0,0,0,0,package://simulation_urdf/meshes/left_arm.STL,,simulation_arm-1,Origin_left_joint,Axis_left_joint,left_joint,continuous,0.0482,0.0135,0,1.5708,0,3.0427,base_link,0,1,0,0.04,6.28,-3.15,3.15,,,,,,,,
